start	end	text
0	10920	Ya. Primer punto, le llegó, subí la clase grabada. ¿Le llegó todo bien?
10920	19740	Ya. Segunda cosa, eh, ah, venía con llapa, sí, me motivé mucho, parece.
21440	28020	No, es que, lo que pasa es que como son cuatro clases hay que tratar de tener la experiencia, de tener esta tareita, ¿ya?
28020	55500	Voy a tratar de hacer otra tareita más, porque es un gran esfuerzo hacer una tarea para 56 personas, una tarea que se entretenía, pero creo que vale la pena, para que valga la pena el tomar, ¿no es cierto?, Computer Vision, más que por la nota, ustedes están por aprender y tener la experiencia, ¿no es cierto?, de, de, la experiencia con imágenes, ¿no es cierto?, con tratamiento de imágenes, y la experiencia ocupando machine learning para imágenes también.
55500	71900	Entonces, es una cosa, pero no, pero me desconcentraste. La otra era que los proyectos yo los puse como taller, los subí como taller, pero sale como 16 personas que han subido su taller, de la 56.
71900	84200	Yo recibí un correo por taller, que es de, no me acuerdo el nombre, Darío, si no me equivoco, y el resto, ¿subieron uno por grupo o no lo han subido?
84480	86160	¿Subieron uno por grupo? Ya.
86160	96760	Entonces, ahora tengo que ver los nombres nomás y chequear, pero más que... Ya. Con respecto al proyecto, ¿cuál es la idea?
96760	115220	Ya. ¿Cuál es la idea del proyecto? Bueno, la primera, la primera sección, separé las cursos en dos secciones, ¿cierto?
115220	126960	La primera módulo o sección, vamos a repasar proyectos, si hay alguien que tiene dudas, yo ya he revisado como, si no me equivoco, alrededor de ocho proyectos en pizarra,
127520	134500	me faltarían como alrededor de dos o tres proyectos, me gustaría revisarlos todos, porque hay un par que me dijeron como que,
134500	143060	está bien el proyecto, es pertinente, la mayoría de los proyectos son todos pertinentes, porque ocupando alguna técnica de computer vision,
143140	149160	mientras hay imágenes, se puede hacer cosas con computer vision, y el correo que me mandaron, no me acuerdo el nombre en este minuto,
150160	158000	ya les respondí el correo diciendo que sí es pertinente, sí es factible, y sí vale la pena desarrollarlo, ¿ok?
158000	168360	Después de eso, vamos a ver profundización de filtros, la forma de enseñar, creo yo, la mejor forma para aprender Convolutional Neural Networks,
168440	175500	o redes combinacionales, redes neuronales convolucionales, es a través de filtros, porque básicamente de ahí, ¿cierto?
175720	184020	nacen las redes convolucionales, de filtros, son muchos filtros que se están entrenando para que automáticamente conozcan, ¿cierto? su valor.
184020	195180	Vamos a hacer un taller de eso, rápido, de visualización, y luego, a las 7 y media, vamos a hacer un recreo, 7, 7 y media, como siempre,
195320	202040	y a las 7.30 vamos a hacer una introducción y ayuda a la tarea 1 de procesamiento de imágenes.
202620	206140	¿Por qué? Porque una cosa es subirla, otra cosa es explicarla punto por punto.
206140	216740	Como yo no pude hacerlo la semana pasada, y la desarrollé durante la semana, hoy día la vamos a presentar, explicar, con un ayudante,
217220	220820	y los dos vamos a estar pasando, ¿cierto? para que la levante, ¿ok?
221020	227200	O sea, así es como tarea, talleres, no les queda tanta pega para la semana, pero lo podemos hacer acá alrededor de una hora aquí, ¿ok?
227720	228720	Entre que explicamos y todo.
228720	234880	Y luego nos movemos más desde la convolutional neural network, que son parte de machine learning, ¿cierto?
235180	242780	Nos movemos a teoría de computer vision usando machine learning, pero ya con redes neuronales más profundas.
243340	244640	¿Ok? Ese es el plan para hoy día.
245800	247460	Voy a silenciar esto, parece, ¿no?
250120	250560	Ya.
251560	252980	¿Alguna pregunta a lo online?
252980	262360	Ya, entonces, le había puesto que todos los alumnos subieron su PDF, pero por lo que veo, lo subieron por grupo.
262700	272680	Porque estuve mirando alrededor de 25, y me apareció una, después otra, entonces, no me metí al PDF, porque como ya lo había revisado en pizarra, eso es una cosa.
273700	277400	Entonces, ¿qué me queda ahora, en este ratito, para empezar la clase?
277400	283540	¿Alguien es revisar los proyectos que no he revisado a nivel de tres minutos en la pizarra?
284320	293740	¿Alguien en online no ha presentado su proyecto a nivel, hacia mí nomás, no al final me refiero?
293740	312500	Julissa, Danilo, Daniela, Paula, Ayuder, Carolina, Emanuel, ¿alguien del estudio que no ha presentado su proyecto a mí, o sea, no me ha contado su proyecto?
313780	315240	¿Aquí? ¿Se acuerdan?
315640	317000	¿Sí? ¿Me puedes contar tu proyecto?
317180	320320	Cosa de introducir la clase así.
320680	320900	Vamos.
320900	325460	¿Cuál es el desafío? ¿Factores y POC?
340460	342100	No se escucha, profesor.
342820	343480	Ah, micrófono.
344680	345740	Perdón, perdón, perdón.
346500	347800	Disculpen ahí los que están online.
347820	348060	Gracias.
349180	349540	De nada.
