start	end	text
0	260	Gracias.
30000	31000	Gracias.
60000	61000	Gracias.
90000	91000	Gracias.
120000	121000	Gracias.
150000	151000	Gracias.
151000	152000	Gracias.
152000	153000	Gracias.
153000	157000	Esta semana largo, que da gusto.
157000	166000	Hoy día vamos a avanzar en algunas técnicas especiales de búsqueda.
166000	173000	Voy a matizar con algunos toques históricos, como ya se están acostumbrando.
173000	178000	Algunas historias que me han pasado, o que le han pasado a otros, pero que son tan entretenidas
178000	186000	que hay que contarlas. Y en el entretiempo, dejamos un huequito para las consultas que
186000	190000	pueda haber, que debe haber sobre las tareas.
190000	198000	Así es que, estamos entonces hablando primero de un tema pendiente que nos había quedado,
198000	205000	que es la programación por restricciones, que lo voy a pasar muy superficialmente,
205000	213000	que no es un tema muy relevante porque tiene más bien que ver con el uso de un lenguaje.
213000	219000	Pero es conveniente que lo conozcan por una parte y por otra estaba en el programa.
219000	221000	No tengo muchas alternativas.
221000	223000	No me puedo poner muy creativo.
223000	230000	Entonces, hoy día vamos a partir con programación con restricciones.
230000	235000	Y después nos vamos a ir a técnicas más entretenidas de búsqueda.
235000	237000	Vamos a buscar y vamos a jugar.
237000	243000	¿Qué es la programación por restricciones?
243000	251000	Es un invento que surge de la inteligencia artificial por allá por los ochenta.
251000	257000	Seguramente los papás de ustedes les han hablado de cosas como Prolog.
257000	265000	Estos son lenguajes creados para la inteligencia artificial en Francia, en Marsella particularmente.
265000	272000	Y algunos otros lenguajes que se supone que empiezan a facilitar la vida de las personas.
272000	276000	Hoy día estamos acostumbrados a los lenguajes de programación,
276000	283000	o a las herramientas más bien de desarrollo de programas o de sistemas, bastante amistosos.
283000	288000	Esto no era así antiguamente. Había que sufrir bastante.
292000	298000	Bueno, yo empecé a programar cuando se usaban tarjetas perforadas.
300000	303000	Yo soy de concepción.
303000	307000	Yo hacía programas en COBOL, en tarjetas perforadas.
307000	313000	En mi universidad no había un compilador de COBOL, de ese lenguaje.
313000	316000	Entonces se tomaba el paquete de tarjetas.
316000	321000	Un programa pesaba dos kilos, dos kilos y medio, dependiendo de la cantidad de tarjetas.
321000	323000	Se ponían en una caja de cartón.
323000	326000	Se ponían en un bus en las noches.
326000	330000	Se traían Ecom, que lo procesaban a la noche siguiente si tenían tiempo.
330000	333000	Y después se mandaba de vuelta en bus a Concepción.
333000	337000	Entonces al tercer día uno le llegaba el programa con el listado.
337000	340000	Y a veces decía, hay un error en la primera línea.
341000	343000	Y cómo corregía por niveles.
343000	345000	Eso sería todo lo que uno tenía.
346000	347000	Hoy día no.
347000	350000	Hoy día uno ejecute y si hay un error, compila.
350000	351000	Qué maravilla.
353000	355000	Hasta que inventaron ese relojito.
355000	357000	¿Se acuerdan del relojito que tenía Windows?
357000	360000	Que daba vuelta y que daba la idea de que estaba haciendo algo.
360000	362000	Oh, si está procesando.
362000	363000	Bueno.
363000	366000	Esas son las grandes mentiras de la historia.
367000	371000	¿Qué es lo que hace esta programación con restricciones?
371000	374000	Resolve el problema de optimización combinatoria.
374000	378000	Aquí el aporte de esta línea, esto es una línea,
378000	380000	tiene dos caras.
380000	384000	Primero, mira la optimización combinatoria de una manera un poquito diferente.
384000	388000	Los métodos clásicos de investigación de operaciones.
388000	391000	Ahí lo puse, está en inglés el OR.
391000	393000	Es investigación de operaciones.
393000	401000	Y el liberar un poco las restricciones mismas que tenía la optimización numérica
401000	404000	para manejar cierta flexibilidad.
405000	409000	Que en un proceso de optimización es muy bienvenido.
409000	416000	Y al mismo tiempo, ofrecer un lenguaje que sea un poco más amistoso al usuario.
416000	424000	Cuando uno se enfrenta a los lenguajes, la primera vez que se enfrenta al lenguaje es una...
424000	432000	Es una experiencia casi mística, cuando uno ve un primer programa en el lenguaje de programación.
432000	434000	Es una cosa mágica.
434000	440000	Y yo miraba como algunos compañeros míos, que eran un poco más astutos,
440000	443000	podían entender esas claves.
443000	446000	Lo hablábamos antes de la clase.
446000	449000	Era como entender las derivadas, las integrales.
449000	450000	Que eran magia.
450000	455000	Como les decía en la clase anterior, uno sabía derivar al revés y al derecho y sacaba todos los resultados.
455000	457000	Pero, ¿qué significa...?
457000	468000	Voy a interrumpirlo con un cuento que mi hermana es profesora.
468000	471000	Ya les conté de ella la clase anterior.
471000	479000	Y en su colegio, el himno del colegio en alguna parte decía Gloria y lo haz.
479000	486000	Pompiojo de siete años, Gloria y lo haz.
486000	488000	No significa mucho.
488000	493000	Entonces, alguna vez fui y le puse atención cuando cantaban el himno del colegio.
493000	499000	Como Gloria y lo haz era un poco ajeno, le sonaba mucho mejor Cobre y lo haz,
499000	501000	que era mucho más conocido.
501000	508000	Eso nos pasaba a nosotros con los primeros lenguajes, con las integrales, con todas estas cosas.
508000	511000	¿Dónde se aplica esta programación por restricciones?
511000	512000	En muchas partes.
512000	517000	Por ejemplo, planificación de la producción.
517000	520000	Scheduling, claro.
520000	522000	Roteamiento vehicular.
522000	525000	Los camiones de la basura, que de los que hablábamos también caen aquí.
525000	527000	Transporte ferroviario.
527000	529000	Agricultura.
529000	531000	Planificación de la agricultura.
531000	534000	En particular, diversificación.
534000	541000	Lo que es una gracia, cosa que yo aprendí de viejo, que había que diversificar en la agricultura,
541000	548000	porque si uno tenía solo trigo de un cierto tipo, llegaba un bicho que se comía el trigo y se lo comía todo.
548000	553000	Al tener diferentes especies, eso hacía que solo algunas se murieran.
553000	558000	La gracia de la diversificación, que es algo que vamos a ver el próximo lunes,
558000	564000	cuando empecemos a hablar ya de cosas como algoritmos genéticos.
564000	571000	Un ejemplo sencillo, para que vean solamente cómo se usa esto, este lenguaje.
571000	574000	Vamos a colorear un mapa.
574000	585000	¿Alguna vez han visto esos mapas que tienen los abuelitos, esos redondos, esos globos terráqueos que tienen color en los países?
585000	589000	Nunca hay dos países vecinos del mismo color.
589000	595000	Esa es una definición de los constructores de mapas.
595000	600000	Tal vez lo veamos más adelante, pero eso se parece mucho a un problema de grafos.
600000	603000	No les voy a adelantar mucho, pero se llama coloración.
603000	606000	Y tiene que ver con pintar con colores.
606000	612000	Y existe un teorema, que no ha sido probado, por si se quieren entretener el fin de semana, digo yo,
612000	620000	que todo grafo planar o todo mapa plano se puede colorear con, a lo más, cuatro colores.
620000	629000	Ahora no se ha encontrado una situación en que se necesiten más de cuatro.
629000	639000	En los años 70, en Suecia, unos muchachos dijeron, no, nosotros demostramos que era cuatro.
639000	643000	Y la verdad es que tenían un montón de pruebas, miles y miles y miles de casos.
643000	647000	Todos los matemáticos no les creyeron porque no estaba demostrado.
647000	652000	Los suecos se entusiasmaron, sacaron hasta una estampilla,
652000	655000	y después descubrieron que había un error en su programa.
655000	659000	Vamos a pintar estos países.
659000	664000	La restricción, como les decía, es que no haya dos países que tengan el mismo color.
664000	668000	Digamos que no hay dos empresas que tienen el mismo proveedor.
668000	672000	Esto podemos transformarlo en cualquier problema similar.
672000	675000	La pregunta es, ¿son suficientes cuatro colores?
675000	677000	Cuidáles, adelanté que sí.
677000	679000	Son suficientes.
679000	682000	Para eso se usa un lenguaje.
682000	684000	Estos desarrollaron un lenguaje especial.
684000	687000	Optimization Programming Language, el OPL.
687000	693000	Es un lenguaje que permite modelar este problema.
693000	700000	Vamos a pintar el mapa, que es muy fácil decodificar.
700000	703000	Todos los vendedores de lenguajes dicen lo mismo.
703000	707000	Y forma parte de un software que es de IBM, de Ciplex.
707000	709000	Y algunos lo deben conocer.
709000	711000	Lenguaje de optimización.
711000	712000	¿Qué hace este lenguaje?
712000	720000	Permite definir casi en un lenguaje natural el problema que queremos resolver.
720000	723000	Por ejemplo, vamos a tener una enumeración.
723000	727000	Que es lo que vamos a trabajar con un conjunto que se llama países.
727000	732000	Y esos países son Bélgica, Dinamarca, Francia, Alemania, Países Bajos, Luxemburgo.
732000	733000	Eso es lo que tenemos.
733000	735000	Esos son nuestros objetos.
735000	741000	Y también vamos a tener una variable color
741000	747000	que puede tomar uno de los cuatro colores distintos que están ahí.
747000	752000	Está restringidos a tomar valores de ese intervalo solamente.
752000	758000	Y vamos a asociar un color a un país.
758000	763000	Suena difícil cuando uno lo pone en cristiano.
763000	767000	Hagamos un programa que haga eso.
767000	770000	Como van a ver en todos estos problemas que hay.
770000	772000	La verdad es que todos son bastante sencillos.
772000	774000	Hay que salirse de la caja y listo.
774000	777000	Entonces, vamos a decir cosas.
777000	781000	Resuelva el problema del programa.
781000	786000	Resuelva el hecho de que el color de Francia tiene que ser distinto del color de Bélgica,
