start	end	text
0	13920	técnicas de búsqueda
13920	15880	y heurísticas y algunas otras cosas
15880	17740	y espero les interese
17740	20200	espero motivarlos lo suficiente
20200	21980	para que
21980	24940	encuentren las aplicaciones
24940	26260	que tienen
26260	27880	todas estas tecnologías
27880	30020	ni tan novedosas
30020	32720	hay un tema de marketing detrás
32720	35000	que hace que parezca que esto es muy nuevo
35000	35760	la verdad es que no
35760	41420	yo soy más antiguo que las técnicas
41420	42100	obviamente
42100	44380	pero ni tanto tampoco
44380	47020	bueno
47020	48720	¿quién soy yo?
50840	52460	yo soy Ricardo Conteras
52460	54120	tengo un magistrado en ciencias
54120	56240	en computación
56240	59400	mis áreas actuales
59400	60080	son
60080	62460	vida artificial
62460	65100	un campo dentro de inteligencia artificial
65100	67840	que me fascina
67840	69080	y que es
69080	72100	aunque parezca un poquito esotérico
72100	73180	es muy práctico
73180	74500	permite solucionar
74500	75660	problemas
75660	78080	bien interesantes
78080	80120	eso lo vamos a ir viendo de a poco
80120	81980	yo partí
81980	83180	estudiando
83180	85160	ingeniería de software
85160	86660	mi posgrado
86660	88080	es en ingeniería de software
88080	88700	la verdad
88700	92420	cuando yo terminé mi posgrado
92420	92920	esto hace
92920	94260	buh
94260	95280	ustedes no habían nacido
95280	97540	mi profesor
97540	98120	me dijo
98120	101060	mira Ricardo
101060	101620	me dijo
101620	102560	la ingeniería de software
102560	103440	es muy interesante
103440	103980	estoy hablando
103980	105360	de hace 40 años atrás
105360	106980	pero
106980	107840	el futuro
107840	109100	es la combinación
109100	110460	de inteligencia artificial
110460	111920	e ingeniería de software
111920	113220	y me regaló un libro
113220	114660	que él había escrito recién
114660	118320	yo no le creí
118320	120540	pero lo respetaba mucho
120540	121080	así que
121080	122040	no voté el libro
122040	124600	y la verdad es que
124600	125780	sí tenía razón
125780	126920	hace 40 años
126920	127260	él
127260	129280	visualizó
129280	130960	hacia dónde iba
130960	131840	la computación
131840	133780	y un poco de eso
133780	134640	y del desarrollo
134640	135420	y de la historia
135420	135840	vamos
135840	136660	vamos a
136660	137780	a conversar
137780	139620	esos son mis correos
139620	141180	tengo un correo
141180	141880	alternativo
141880	142440	UDEC
142440	143760	Universidad de Concepción
143760	145740	donde yo tengo
145740	147440	una parte importante
147440	147980	de mi vida
147980	151160	como les decía
151160	151940	el tipo
151940	153060	de ingeniería de software
153060	153980	me centré
153980	155060	en teoría de computación
155060	156260	una cuestión muy matemática
156260	157440	muy abstracta
157440	158860	y todos me decían
158860	159780	que servir teoremas
